study,rule,width,height,boundary,density,seed,noise,noiseSeed,steps,label,finalPopulation,finalDensity,tailActivity,densitySlope,period,cycleStart,extinctAt,hammingFromBaseline
soup-noise,B3/S23,48,48,wrap,0.5,soup-a,0.01,soup-a:noise:1,300,active,319,0.1384548611111111,0.138671875,-0.00017551654008829615,,,,0.1814236111111111
soup-noise,B3/S23,48,48,wrap,0.5,soup-a,0.01,soup-a:noise:2,300,active,302,0.1310763888888889,0.1435619212962963,-0.00043144700688462845,,,,0.17491319444444445
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0,soup-b:noise:0,300,active,245,0.10633680555555555,0.06482204861111111,0.0004227881587478003,,,,0
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0,soup-b:noise:1,300,active,245,0.10633680555555555,0.06482204861111111,0.0004227881587478003,,,,0
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0,soup-b:noise:2,300,active,245,0.10633680555555555,0.06482204861111111,0.0004227881587478003,,,,0
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.0001,soup-b:noise:0,300,active,115,0.04991319444444445,0.043540219907407404,0.000036227269920656976,,,,0.15104166666666666
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.0001,soup-b:noise:1,300,active,158,0.0685763888888889,0.03312355324074074,0.00029511235759933316,,,,0.1584201388888889
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.0001,soup-b:noise:2,300,active,98,0.042534722222222224,0.04633969907407407,-0.00022513005155753142,,,,0.14366319444444445
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.0005,soup-b:noise:0,300,active,124,0.05381944444444445,0.06050347222222222,-0.0008784992358988608,,,,0.14366319444444445
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.0005,soup-b:noise:1,300,active,141,0.061197916666666664,0.03583622685185185,-0.00003725234247167423,,,,0.1467013888888889
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.0005,soup-b:noise:2,300,active,94,0.04079861111111111,0.02763310185185185,-0.00029045732225000775,,,,0.1410590277777778
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.001,soup-b:noise:0,300,active,105,0.045572916666666664,0.04416956018518518,-0.0001295691704485814,,,,0.1388888888888889
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.001,soup-b:noise:1,300,active,158,0.0685763888888889,0.057942708333333336,0.00010477447439103455,,,,0.1558159722222222
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.001,soup-b:noise:2,300,active,185,0.0802951388888889,0.049385127314814814,0.000008767385230465253,,,,0.1701388888888889
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.005,soup-b:noise:0,300,active,138,0.059895833333333336,0.07653356481481483,-0.0006365579945046463,,,,0.1488715277777778
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.005,soup-b:noise:1,300,active,222,0.09635416666666667,0.08485243055555555,-0.000040146664968664135,,,,0.17838541666666666
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.005,soup-b:noise:2,300,active,180,0.078125,0.07785734953703703,-0.00044782404834676294,,,,0.1662326388888889
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.01,soup-b:noise:0,300,active,260,0.11284722222222222,0.10560619212962963,-0.00020413415377728382,,,,0.19661458333333334
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.01,soup-b:noise:1,300,active,302,0.1310763888888889,0.09693287037037038,0.0010176317302645797,,,,0.2052951388888889
soup-noise,B3/S23,48,48,wrap,0.5,soup-b,0.01,soup-b:noise:2,300,active,327,0.14192708333333334,0.10771122685185185,0.0008532583317896946,,,,0.2222222222222222
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0,soup-a:noise:0,300,fixed,28,0.012152777777777778,0,0,1,152,,0
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0,soup-a:noise:1,300,fixed,28,0.012152777777777778,0,0,1,152,,0
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0,soup-a:noise:2,300,fixed,28,0.012152777777777778,0,0,1,152,,0
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.0001,soup-a:noise:0,300,slow,18,0.0078125,0.0013310185185185187,-0.00008751707650273223,,,,0.006944444444444444
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.0001,soup-a:noise:1,300,slow,7,0.0030381944444444445,0.001953125,-2.773725726281992e-7,,,,0.014322916666666666
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.0001,soup-a:noise:2,300,slow,8,0.003472222222222222,0.0019458912037037038,-0.00009646535688925936,,,,0.011284722222222222
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.0005,soup-a:noise:0,300,slow,0,0,0.004087094907407407,-0.00007978682350035504,,,,0.012152777777777778
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.0005,soup-a:noise:1,300,active,130,0.05642361111111111,0.048408564814814814,0.00033214762588373316,,,,0.06684027777777778
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.0005,soup-a:noise:2,300,slow,1,0.00043402777777777775,0.001121238425925926,-0.00004611620511870581,,,,0.012586805555555556
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.001,soup-a:noise:0,300,active,181,0.07855902777777778,0.06155237268518518,0.00000950302553178352,,,,0.08984375
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.001,soup-a:noise:1,300,active,68,0.029513888888888888,0.029224537037037035,-0.0003091980604180173,,,,0.04079861111111111
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.001,soup-a:noise:2,300,active,74,0.03211805555555555,0.028226273148148146,-0.0003464142238584792,,,,0.044270833333333336
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.005,soup-a:noise:0,300,active,337,0.1462673611111111,0.14225983796296296,-0.000060105430520823684,,,,0.1540798611111111
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.005,soup-a:noise:1,300,active,288,0.125,0.09153645833333333,0.0007447212381525732,,,,0.1345486111111111
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.005,soup-a:noise:2,300,active,208,0.09027777777777778,0.06401909722222222,0.0007414651253434595,,,,0.1015625
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.01,soup-a:noise:0,300,active,365,0.1584201388888889,0.1310402199074074,0.0005429266617270229,,,,0.1636284722222222
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.01,soup-a:noise:1,300,active,527,0.2287326388888889,0.1933810763888889,0.0003078714959402303,,,,0.23828125
soup-noise,B36/S23,48,48,wrap,0.1,soup-a,0.01,soup-a:noise:2,300,active,310,0.1345486111111111,0.1285445601851852,0.000555577262974283,,,,0.1423611111111111
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0,soup-b:noise:0,300,slow,26,0.011284722222222222,0.00982349537037037,-0.00036097025408292425,,,,0
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0,soup-b:noise:1,300,slow,26,0.011284722222222222,0.00982349537037037,-0.00036097025408292425,,,,0
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0,soup-b:noise:2,300,slow,26,0.011284722222222222,0.00982349537037037,-0.00036097025408292425,,,,0
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.0001,soup-b:noise:0,300,slow,27,0.01171875,0.00030381944444444445,-0.00003579312154610849,,,,0.023003472222222224
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.0001,soup-b:noise:1,300,slow,40,0.017361111111111112,0.0001591435185185185,-0.0000016883547899107777,,,,0.028645833333333332
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.0001,soup-b:noise:2,300,active,136,0.059027777777777776,0.028797743055555554,0.00020338645379889476,,,,0.06684027777777778
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.0005,soup-b:noise:0,300,active,36,0.015625,0.02648292824074074,-0.0005611970724892717,,,,0.026909722222222224
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.0005,soup-b:noise:1,300,active,56,0.024305555555555556,0.035054976851851855,-0.00002175565743570745,,,,0.034722222222222224
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.0005,soup-b:noise:2,300,active,96,0.041666666666666664,0.028906249999999998,0.00025976544410484395,,,,0.050347222222222224
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.001,soup-b:noise:0,300,slow,42,0.018229166666666668,0.014670138888888887,0.00006291533527831805,,,,0.028645833333333332
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.001,soup-b:noise:1,300,active,96,0.041666666666666664,0.07156394675925926,-0.0008810438277607977,,,,0.052083333333333336
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.001,soup-b:noise:2,300,active,151,0.06553819444444445,0.04854600694444444,0.00014548794418202588,,,,0.07682291666666667
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.005,soup-b:noise:0,300,active,321,0.13932291666666666,0.11761429398148149,0.00024470290744342565,,,,0.14713541666666666
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.005,soup-b:noise:1,300,active,260,0.11284722222222222,0.08245081018518519,0.000713993180976197,,,,0.1232638888888889
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.005,soup-b:noise:2,300,active,378,0.1640625,0.12398726851851853,0.0009786307346176407,,,,0.17274305555555555
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.01,soup-b:noise:0,300,active,490,0.2126736111111111,0.20091145833333332,0.0003595230928344293,,,,0.21788194444444445
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.01,soup-b:noise:1,300,active,495,0.21484375,0.19359809027777777,0.00030606254437961166,,,,0.2183159722222222
soup-noise,B36/S23,48,48,wrap,0.1,soup-b,0.01,soup-b:noise:2,300,active,491,0.2131076388888889,0.16462673611111112,0.0003304592710938224,,,,0.21744791666666666
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0,soup-a:noise:0,300,active,163,0.07074652777777778,0.06128472222222222,-0.00019397990568367757,,,,0
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0,soup-a:noise:1,300,active,163,0.07074652777777778,0.06128472222222222,-0.00019397990568367757,,,,0
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0,soup-a:noise:2,300,active,163,0.07074652777777778,0.06128472222222222,-0.00019397990568367757,,,,0
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.0001,soup-a:noise:0,300,active,244,0.10590277777777778,0.10598958333333333,0.00062762177379519,,,,0.1584201388888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.0001,soup-a:noise:1,300,active,169,0.07335069444444445,0.07587528935185185,0.0001617202695193109,,,,0.14149305555555555
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.0001,soup-a:noise:2,300,slow,43,0.018663194444444444,0.004586226851851852,0.000090881726405483,,,,0.08854166666666667
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.0005,soup-a:noise:0,300,active,174,0.07552083333333333,0.08195167824074073,-0.00035255259948751194,,,,0.13151041666666666
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.0005,soup-a:noise:1,300,active,167,0.0724826388888889,0.05939670138888889,0.00013622611219165818,,,,0.1328125
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.0005,soup-a:noise:2,300,active,77,0.03342013888888889,0.0267578125,-0.00032166776650921556,,,,0.0998263888888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.001,soup-a:noise:0,300,active,255,0.11067708333333333,0.07896412037037037,0.0005148758528603624,,,,0.1701388888888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.001,soup-a:noise:1,300,slow,2,0.0008680555555555555,0.004535590277777777,-0.0001652175758698404,,,,0.07074652777777778
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.001,soup-a:noise:2,300,active,298,0.1293402777777778,0.10206163194444445,0.00006650911904541385,,,,0.1896701388888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.005,soup-a:noise:0,300,active,302,0.1310763888888889,0.13760127314814816,-0.0005383078054089099,,,,0.1853298611111111
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.005,soup-a:noise:1,300,active,372,0.16145833333333334,0.13211082175925926,0.001197284739588157,,,,0.21223958333333334
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.005,soup-a:noise:2,300,active,267,0.11588541666666667,0.12639612268518519,0.00001614790759778951,,,,0.1701388888888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.01,soup-a:noise:0,300,active,498,0.21614583333333334,0.20268373842592594,0.00016582055972337996,,,,0.2513020833333333
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.01,soup-a:noise:1,300,active,538,0.23350694444444445,0.24837239583333334,-0.00019950323778209996,,,,0.2677951388888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-a,0.01,soup-a:noise:2,300,active,503,0.2183159722222222,0.22549189814814813,-0.0006117391790929579,,,,0.2586805555555556
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0,soup-b:noise:0,300,active,250,0.10850694444444445,0.1303096064814815,-0.000042076213299990736,,,,0
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0,soup-b:noise:1,300,active,250,0.10850694444444445,0.1303096064814815,-0.000042076213299990736,,,,0
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0,soup-b:noise:2,300,active,250,0.10850694444444445,0.1303096064814815,-0.000042076213299990736,,,,0
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.0001,soup-b:noise:0,300,active,44,0.019097222222222224,0.028117766203703702,-0.0009686935607113086,,,,0.1232638888888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.0001,soup-b:noise:1,300,slow,35,0.015190972222222222,0.010959201388888888,-0.00023006245947948504,,,,0.11848958333333333
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.0001,soup-b:noise:2,300,slow,56,0.024305555555555556,0.01275318287037037,0.00018997609289617487,,,,0.1267361111111111
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.0005,soup-b:noise:0,300,active,184,0.0798611111111111,0.07549913194444444,-0.00013953046370905497,,,,0.17447916666666666
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.0005,soup-b:noise:1,300,active,202,0.0876736111111111,0.07250434027777779,-0.0004167583202124047,,,,0.1762152777777778
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.0005,soup-b:noise:2,300,active,167,0.0724826388888889,0.06246383101851852,0.00039294045799759193,,,,0.16710069444444445
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.001,soup-b:noise:0,300,active,213,0.09244791666666667,0.11378038194444444,-0.0007709751551356859,,,,0.1818576388888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.001,soup-b:noise:1,300,active,84,0.036458333333333336,0.024848090277777776,0.00005273696783057022,,,,0.1310763888888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.001,soup-b:noise:2,300,active,95,0.04123263888888889,0.0732494212962963,-0.0006485694328671544,,,,0.13151041666666666
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.005,soup-b:noise:0,300,active,260,0.11284722222222222,0.12658420138888887,-0.00011057517906208514,,,,0.203125
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.005,soup-b:noise:1,300,active,430,0.18663194444444445,0.16197916666666667,-0.00028540431755734615,,,,0.2560763888888889
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.005,soup-b:noise:2,300,active,260,0.11284722222222222,0.12626591435185186,-0.0008441170965700349,,,,0.18836805555555555
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.01,soup-b:noise:0,300,active,530,0.2300347222222222,0.21844618055555556,0.0008776068197956223,,,,0.2907986111111111
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.01,soup-b:noise:1,300,active,483,0.20963541666666666,0.2173755787037037,0.00007751960421104628,,,,0.26953125
soup-noise,B36/S23,48,48,wrap,0.3,soup-b,0.01,soup-b:noise:2,300,active,443,0.19227430555555555,0.19001012731481481,-0.00028111107252014447,,,,0.2565104166666667
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0,soup-a:noise:0,300,active,123,0.053385416666666664,0.039228877314814815,-0.0008202389359698682,,,,0
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0,soup-a:noise:1,300,active,123,0.053385416666666664,0.039228877314814815,-0.0008202389359698682,,,,0
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0,soup-a:noise:2,300,active,123,0.053385416666666664,0.039228877314814815,-0.0008202389359698682,,,,0
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.0001,soup-a:noise:0,300,active,127,0.055121527777777776,0.05857928240740741,-0.00018140166249884225,,,,0.10243055555555555
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.0001,soup-a:noise:1,300,active,74,0.03211805555555555,0.026005497685185185,-0.0003762981036399,,,,0.0837673611111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.0001,soup-a:noise:2,300,active,223,0.09678819444444445,0.05941116898148148,0.0006740515305177364,,,,0.14756944444444445
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.0005,soup-a:noise:0,300,active,191,0.08289930555555555,0.05472366898148148,0.0002335597658300145,,,,0.1310763888888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.0005,soup-a:noise:1,300,active,219,0.09505208333333333,0.08771701388888889,0.0005073023756599056,,,,0.14322916666666666
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.0005,soup-a:noise:2,300,slow,79,0.03428819444444445,0.017491319444444445,0.000008055864283288568,,,,0.08680555555555555
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.001,soup-a:noise:0,300,active,164,0.07118055555555555,0.06584201388888888,0.00013143842039455405,,,,0.11414930555555555
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.001,soup-a:noise:1,300,active,152,0.06597222222222222,0.08268229166666667,-0.00037110038282238894,,,,0.11241319444444445
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.001,soup-a:noise:2,300,active,181,0.07855902777777778,0.07855179398148147,-0.00042085861041647374,,,,0.12760416666666666
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.005,soup-a:noise:0,300,active,292,0.1267361111111111,0.10169270833333334,0.0007899088481368282,,,,0.1618923611111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.005,soup-a:noise:1,300,active,243,0.10546875,0.10161313657407407,0.00004377662776697231,,,,0.15538194444444445
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.005,soup-a:noise:2,300,active,264,0.11458333333333333,0.09301938657407408,0.0006391267057207249,,,,0.1506076388888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.01,soup-a:noise:0,300,active,325,0.1410590277777778,0.14944299768518518,-0.00006826983189774937,,,,0.17708333333333334
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.01,soup-a:noise:1,300,active,468,0.203125,0.1992404513888889,-0.000036577000555709916,,,,0.23567708333333334
soup-noise,B36/S23,48,48,wrap,0.5,soup-a,0.01,soup-a:noise:2,300,active,477,0.20703125,0.20056423611111113,-0.0002735014162884752,,,,0.23958333333333334
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0,soup-b:noise:0,300,active,287,0.12456597222222222,0.09404658564814815,-0.0003022758057793832,,,,0
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0,soup-b:noise:1,300,active,287,0.12456597222222222,0.09404658564814815,-0.0003022758057793832,,,,0
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0,soup-b:noise:2,300,active,287,0.12456597222222222,0.09404658564814815,-0.0003022758057793832,,,,0
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.0001,soup-b:noise:0,300,active,193,0.0837673611111111,0.07611400462962964,-0.00021455371476644745,,,,0.1892361111111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.0001,soup-b:noise:1,300,active,112,0.04861111111111111,0.05388454861111111,-0.00020257845543515175,,,,0.1584201388888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.0001,soup-b:noise:2,300,active,289,0.1254340277777778,0.09828559027777778,-0.00019205035735235098,,,,0.2248263888888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.0005,soup-b:noise:0,300,active,130,0.05642361111111111,0.09029224537037037,-0.0006056128631409959,,,,0.1714409722222222
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.0005,soup-b:noise:1,300,active,133,0.05772569444444445,0.02330005787037037,0.0007277050338056867,,,,0.1467013888888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.0005,soup-b:noise:2,300,active,206,0.08940972222222222,0.07126012731481482,0.00044731754190978975,,,,0.2009548611111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.001,soup-b:noise:0,300,active,149,0.0646701388888889,0.07411024305555555,-0.001037252824858757,,,,0.1779513888888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.001,soup-b:noise:1,300,active,315,0.13671875,0.10107783564814815,0.00019377489117347412,,,,0.24479166666666666
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.001,soup-b:noise:2,300,active,145,0.06293402777777778,0.061024305555555554,0.00016555524682782254,,,,0.1736111111111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.005,soup-b:noise:0,300,active,339,0.14713541666666666,0.13525028935185185,-0.00028630879333765554,,,,0.2439236111111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.005,soup-b:noise:1,300,active,503,0.2183159722222222,0.17842881944444444,0.0009037401400080269,,,,0.2864583333333333
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.005,soup-b:noise:2,300,active,251,0.10894097222222222,0.13025173611111113,-0.0010594546903460837,,,,0.1970486111111111
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.01,soup-b:noise:0,300,active,485,0.2105034722222222,0.19265769675925926,0.0006344234316631163,,,,0.2934027777777778
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.01,soup-b:noise:1,300,active,573,0.24869791666666666,0.22896412037037037,0.000917898200889136,,,,0.3185763888888889
soup-noise,B36/S23,48,48,wrap,0.5,soup-b,0.01,soup-b:noise:2,300,active,386,0.1675347222222222,0.16511863425925927,-0.00010042093096847889,,,,0.22526041666666666
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0,soup-a:noise:0,300,fixed,226,0.09809027777777778,0,0,1,16,,0
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0,soup-a:noise:1,300,fixed,226,0.09809027777777778,0,0,1,16,,0
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0,soup-a:noise:2,300,fixed,226,0.09809027777777778,0,0,1,16,,0
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.0001,soup-a:noise:0,300,active,642,0.2786458333333333,0.022938368055555557,0.0018723372233027692,,,,0.2013888888888889
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.0001,soup-a:noise:1,300,slow,434,0.18836805555555555,0.018547453703703705,0.00028323357568460375,,,,0.09895833333333333
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.0001,soup-a:noise:2,300,active,1736,0.7534722222222222,0.3425274884259259,0.00015204840850853633,,,,0.703125
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.0005,soup-a:noise:0,300,active,1678,0.7282986111111112,0.34089265046296297,0.00004437961162051187,,,,0.6805555555555556
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.0005,soup-a:noise:1,300,active,1680,0.7291666666666666,0.339330150462963,-0.00009885317294927603,,,,0.6814236111111112
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.0005,soup-a:noise:2,300,active,1599,0.6940104166666666,0.34301215277777775,-0.00007269573338272977,,,,0.6618923611111112
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.001,soup-a:noise:0,300,active,1613,0.7000868055555556,0.33684895833333334,-0.000016087609212435554,,,,0.6610243055555556
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.001,soup-a:noise:1,300,active,1624,0.7048611111111112,0.33989438657407406,-0.00005524538066129481,,,,0.6527777777777778
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.001,soup-a:noise:2,300,active,1614,0.7005208333333334,0.3361545138888889,-0.00001710062208638202,,,,0.6605902777777778
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.005,soup-a:noise:0,300,active,1629,0.70703125,0.34457465277777777,-0.00009817783103331172,,,,0.6506076388888888
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.005,soup-a:noise:1,300,active,1646,0.7144097222222222,0.3446108217592593,-0.00006735329644036923,,,,0.6623263888888888
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.005,soup-a:noise:2,300,active,1623,0.7044270833333334,0.34293258101851853,-0.000054220308110277545,,,,0.6705729166666666
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.01,soup-a:noise:0,300,active,1655,0.7183159722222222,0.3464916087962963,-0.000011239619029977464,,,,0.6740451388888888
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.01,soup-a:noise:1,300,active,1675,0.7269965277777778,0.3459490740740741,0.00004453638742243216,,,,0.6783854166666666
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-a,0.01,soup-a:noise:2,300,active,1580,0.6857638888888888,0.34683159722222223,-0.00011401218702726067,,,,0.6571180555555556
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0,soup-b:noise:0,300,fixed,256,0.1111111111111111,0,0,1,6,,0
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0,soup-b:noise:1,300,fixed,256,0.1111111111111111,0,0,1,6,,0
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0,soup-b:noise:2,300,fixed,256,0.1111111111111111,0,0,1,6,,0
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.0001,soup-b:noise:0,300,active,1698,0.7369791666666666,0.3359302662037037,-0.00009294393118458832,,,,0.6814236111111112
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.0001,soup-b:noise:1,300,active,1681,0.7296006944444444,0.33952546296296293,0.00008116162668642524,,,,0.6827256944444444
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.0001,soup-b:noise:2,300,active,1532,0.6649305555555556,0.14076244212962963,0.007759437420888519,,,,0.6119791666666666
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.0005,soup-b:noise:0,300,active,1677,0.7278645833333334,0.33867187499999996,-0.000013132988330091692,,,,0.67578125
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.0005,soup-b:noise:1,300,active,1629,0.70703125,0.3359809027777778,-0.00008086013475965546,,,,0.6697048611111112
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.0005,soup-b:noise:2,300,active,1689,0.7330729166666666,0.3391927083333333,-0.00007401023818344601,,,,0.6818576388888888
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.001,soup-b:noise:0,300,active,1648,0.7152777777777778,0.33990162037037036,-0.0000814872379673366,,,,0.6605902777777778
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.001,soup-b:noise:1,300,active,1633,0.7087673611111112,0.3381004050925926,-0.00011085255163471336,,,,0.6610243055555556
soup-noise,B456/S01234568,48,48,wrap,0.1,soup-b,0.001,soup-b:noise:2,300,active,1662,0.7213541666666666,0.3419777199074074,-0.00003655288120156834,,,,0.6796875
